"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BLDP","Ballard Power Systems, Inc.","3.53","628658575.44","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","54","1766243610","n/a","1993","Finance","Major Banks","https://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27.69","27690000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banfp",
"BCTF","Bancorp 34, Inc.","16.1","54556476.1","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bctf",
"BAND","Bandwidth Inc.","31.89","562533445.23","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/band",
"BOCH","Bank of Commerce Holdings (CA)","11.35","184337915.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","70.1","488628264.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","44.92","44920000","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmlp",
"BKSC","Bank of South Carolina Corp.","20","99817580","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","14.8","64800852.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","46.36","5942463464.24","n/a","1997","Finance","Major Banks","https://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","17.02","305206435.46","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","31.67","247450504.68","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","55.33","1816199946.44","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banr",
"BZUN","Baozun Inc.","46.04","1764491149.08","38325177","2015","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/bzun",
"DFVL","Barclays PLC","61.9699","4536196.68","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dfvl",
"DFVS","Barclays PLC","33.9087","1261403.64","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dfvs",
"DLBL","Barclays PLC","75.08","4346155.96","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dlbl",
"DLBS","Barclays PLC","19.394","18888631.148","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dlbs",
"DTUL","Barclays PLC","59.725","4122995.925","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dtul",
"DTUS","Barclays PLC","38","9534314","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dtus",
"DTYL","Barclays PLC","73.11","5029456.23","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dtyl",
"DTYS","Barclays PLC","22.1","62545629.9","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/dtys",
"FLAT","Barclays PLC","63.5501","3046718.8942","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/flat",
"STPP","Barclays PLC","31.3751","4169750.79","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/stpp",
"TAPR","Barclays PLC","25.33","16725399","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/tapr",
"BHAC","Barington/Hilco Acquisition Corp.","10.7","29789228","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/bhac",
"BHACR","Barington/Hilco Acquisition Corp.","0.3198","0","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/bhacr",
"BHACU","Barington/Hilco Acquisition Corp.","10.4","0","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/bhacu",
"BHACW","Barington/Hilco Acquisition Corp.","0.2","0","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/bhacw",
"BBSI","Barrett Business Services, Inc.","86.14","629173881.9","n/a","1993","Technology","Professional Services","https://www.nasdaq.com/symbol/bbsi",
"BSET","Bassett Furniture Industries, Incorporated","29.35","315667820.2","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/bset",
"BYBK","Bay Bancorp, Inc.","13.3","142547923.7","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bybk",
"BCBP","BCB Bancorp, Inc. (NJ)","15.4","231854392","n/a","2005","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bcbp",
"BECN","Beacon Roofing Supply, Inc.","50.87","3459730049.22","n/a","2004","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/becn",
"BSF","Bear State Financial, Inc.","10.29","389082434.16","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bsf",
"BBGI","Beasley Broadcast Group, Inc.","10.25","295736751.5","n/a","2000","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/bbgi",
"BBBY","Bed Bath & Beyond Inc.","17.28","2460892821.12","n/a","1992","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/bbby",
"BGNE","BeiGene, Ltd.","168.22","4726681390.86","28098213","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bgne",
"BELFA","Bel Fuse Inc.","16.8558","202847147.1312","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","19.55","235269861.2","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/belfb",
"BLPH","Bellerophon Therapeutics, Inc.","2.1","120475246.5","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blph",
"BLCM","Bellicum Pharmaceuticals, Inc.","8.98","301475518.32","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blcm",
"BNCL","Beneficial Bancorp, Inc.","15.6","1177693327.2","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bncl",
"BNFT","Benefitfocus, Inc.","26.05","816184194.35","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bnft",
"BNTC","Benitec Biopharma Limited","3.26","5310302.02","1628927","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bntc",
"BNTCW","Benitec Biopharma Limited","0.3999","0","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bntcw",
"BYSI","BeyondSpring, Inc.","27.05","607426739.1","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bysi",
"BGCP","BGC Partners, Inc.","13.33","4082196608.98","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/bgcp",
"BGFV","Big 5 Sporting Goods Corporation","7.8","165920203.8","n/a","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bgfv",
"BRPA","Big Rock Partners Acquisition Corp.","9.81","88638255","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.42","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","10.45","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.4999","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brpaw",
"BILI","Bilibili Inc.","11.4","478800000","42000000","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/bili",
"BASI","Bioanalytical Systems, Inc.","1.57","12945152.4","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/basi",
"ORPN","Bioblast Pharma Ltd.","2.04","6818481.72","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/orpn",
"BIOC","Biocept, Inc.","0.2507","17057214.0943","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","5.01","494278914.66","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","2.2","128589164","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bdsi",
"BFRA","Biofrontera AG","14.3266","17330572.8348","1209678","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bfra",
"BIIB","Biogen Inc.","265.39","56146621237.54","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/biib",
"BHTG","BioHiTech Global, Inc.","3.96","47226635.28","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bhtg",
"BKYI","BIO-key International, Inc.","2.21","23565479.73","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.31","31737873.78","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","7.23","102271335.99","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","0.86","68914853","80133550","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","83.59","14717880296.99","n/a","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","4","34164192","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bmra",
"BVXV","BiondVax Pharmaceuticals Ltd.","6.2999","19516561.0084","3097916","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bvxv",
"BVXVW","BiondVax Pharmaceuticals Ltd.","1.4","0","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bvxvw",
"BPTH","Bio-Path Holdings, Inc.","1.74","19732915.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpth",
"BIOS","BioScrip, Inc.","2.56","326905134.08","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/bios",
"BSTC","BioSpecifics Technologies Corp","44.09","317414182.97","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bstc",
"BSPM","Biostar Pharmaceuticals, Inc.","3.04","8017051.52","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bspm",
"TECH","Bio-Techne Corp","148.95","5581753938.45","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","33.8","1106145729","n/a","2008","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/beat",
"BTAI","BioXcel Therapeutics, Inc.","9.23","144408380.35","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/btai",
"BCAC","Bison Capital Acquisition Corp.","10","79789370","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcac",
"BCACR","Bison Capital Acquisition Corp.","0.48","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacr",
"BCACU","Bison Capital Acquisition Corp.","10.72","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacu",
"BCACW","Bison Capital Acquisition Corp.","0.4913","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bcacw",
"BJRI","BJ&#39;s Restaurants, Inc.","48.75","999579165","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bjri",
"BBOX","Black Box Corporation","1.85","28008056.5","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bbox",
"BRAC","Black Ridge Acquisition Corp.","9.7","42161602.9","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/brac",
"BRACR","Black Ridge Acquisition Corp.","0.3","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bracr",
"BRACU","Black Ridge Acquisition Corp.","10.4599","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bracu",
"BRACW","Black Ridge Acquisition Corp.","0.43","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/bracw",
"BLKB","Blackbaud, Inc.","105.82","5087619039.36","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blkb",
"HAWK","Blackhawk Network Holdings, Inc.","44.8","2544894195.2","n/a","2013","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hawk",
"BL","BlackLine, Inc.","40.24","2150513122","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","6.14","448584237.08","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/bkcc",
"ADRA","BLDRS Asia 50 ADR Index Fund","34.45","22392500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adra",
"ADRD","BLDRS Developed Markets 100 ADR Index Fund","23.38","68971000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adrd",
"ADRE","BLDRS Emerging Markets 50 ADR Index Fund","43.66","165908000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adre",
"ADRU","BLDRS Europe 100 ADR Index Fund","22.74","17055000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adru",
"BLNK","Blink Charging Co.","2.41","53520243.7","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnk",
"BLNKW","Blink Charging Co.","0.3801","0","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/blnkw",
"BLMN","Bloomin&#39; Brands, Inc.","23.3","2165333121.6","n/a","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","24.65","1151412321.35","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","24.05","577964501.4","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/blbd",
"BUFF","Blue Buffalo Pet Products, Inc.","39.98","7821831487.82","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/buff",
"BHBK","Blue Hills Bancorp, Inc.","20.8","558675998.4","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","173.05","8649647097.7","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/blue",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","4.4","177365196.8","n/a","2011","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","7.01","211411919.19","n/a","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","98.98","4325824988.38","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpmc",
"ITEQ","BlueStar Israel Technology ETF","32.76","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","18.5","1243120357.5","n/a","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bmch",
"BOFI","BofI Holding, Inc.","41.23","2576853395.48","n/a","2005","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.6","0","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bofil",
"WIFI","Boingo Wireless, Inc.","24.41","1008242722.95","n/a","2011","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/wifi",
"BOJA","Bojangles&#39;, Inc.","14.05","515062799.7","n/a","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/boja",
"BOKF","BOK Financial Corporation","102.3","6697455375.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.05","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","3.18","15593721.48","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","2085.86","100723242509.12","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bkng",
"BRQS","Borqs Technologies, Inc. ","7.85","245764047.7","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","22.84","415331855.88","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","15.4","1297513786.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","25.335","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","9.12","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfhw",
"EPAY","Bottomline Technologies, Inc.","39.32","1599555333.32","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","3.9448","38060211.4704","n/a","2017","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/boxl",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.33","63503233.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcli",
"BVNSC","Brandes Investment Trust","100.04","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bvnsc",
"BBRG","Bravo Brio Restaurant Group, Inc.","4","61180060","n/a","2010","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bbrg",
"BDGE","Bridge Bancorp, Inc.","32.65","645826631.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","1.909","8018218.071","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blin",
"BWB","Bridgewater Bancshares, Inc.","13.28","385842086.72","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","14.27","129526392.64","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","7.025","245538783.5","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","50.2","6012609921.2","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhf",
"AVGO","Broadcom Inc.","246.94","101431095175.9","n/a","2009","Technology","Semiconductors","https://www.nasdaq.com/symbol/avgo",
"BVSN","BroadVision, Inc.","2.4","11987731.2","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","2.16","59335470","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.97","45449601.12","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bwen",
"BPY","Brookfield Property Partners L.P.","18.98","4840365598.38","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bpy",
"BRKL","Brookline Bancorp, Inc.","16.15","1297066578","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","27.5","1936813532.5","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","30.17","4706718790.13","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","44","891695508","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","30.95","301757609.9","n/a","2011","Finance","Major Banks","https://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","4.25","53833109.5","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bsqr",
"BLDR","Builders FirstSource, Inc.","19.2","2191109913.6","n/a","2005","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bldr",
"BUR","Burcon NutraScience Corp","0.5524","24273304.4864","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bur",
"BFST","Business First Bancshares, Inc.","27.85","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfst",
"CFFI","C&F Financial Corporation","53","185622801","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","94.27","13143387638.81","n/a","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","34.51","14388054280.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","111.27","2849520106.2","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","37.3","10564693288.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","13.5","313423222.5","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","11","7679873223","n/a","2012","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","19.7","676668602","n/a","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.38","23391487.14","n/a","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prss",
"CLBS","Caladrius Biosciences, Inc.","4.99","47667738.47","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","11.86","860288950.46","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.2","784261206.4","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","19.77","482085360.84","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","9.07","535193417.44","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","14.19","120416581.23","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","11.86","1832536040","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","22.92","816516175.8","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","95.8","1686080000","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","6.15","220444818.9","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cala",
"CALM","Cal-Maine Foods, Inc.","48","2334349968","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","7.2","553720730.4","n/a","2006","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/clmt",
"CRUSC","Calvert Management Series","99.99","99990000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crusc",
"CLXT","Calyxt, Inc.","15.45","433562766.75","n/a","2017","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/clxt",
"ABCD","Cambium Learning Group, Inc.","11.55","541222916.85","n/a","n/a","Consumer Services","Publishing","https://www.nasdaq.com/symbol/abcd",
"CATC","Cambridge Bancorp","86.61","355237930.41","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","44.04","684246088.92","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","7.39","264799448.09","n/a","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","16.2","936889302.6","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","0.9695","26902167.8415","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","15","66707985","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/cphc",
"CPLA","Capella Education Company","91.55","1066781248.2","n/a","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/cpla",
"CCBG","Capital City Bank Group","24.7","420859817.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","3.2","407189414.4","n/a","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","16.89","273397433.49","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.4","0","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.83","124955141.13","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.8","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","12.6","1741763961","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","1.58","43785209.64","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","17.53","204980989.62","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","1.75","94641683.5","n/a","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","12.44","406666535.84","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","29.1","830757072.3","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CRME","Cardiome Pharma Corporation","2.39","82787513.53","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","22.89","760366314.75","n/a","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
